f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,handedness,label
0.51940393,0.8437018,-2.4806274e-08,0.60920095,0.7776493,-0.04895334,0.6728538,0.644829,-0.07280687,0.69909126,0.5208263,-0.09321266,0.73390144,0.4190669,-0.11619542,0.6044309,0.44930583,-0.059660215,0.59759176,0.27597824,-0.10026132,0.5891363,0.17127272,-0.13340855,0.5807266,0.0748319,-0.1586827,0.54423213,0.45275566,-0.06328535,0.5295147,0.26082736,-0.10186401,0.5177,0.14322644,-0.1358004,0.50591606,0.037720144,-0.1632037,0.4919669,0.4964561,-0.07188432,0.46903527,0.3150076,-0.112283655,0.45526418,0.20593485,-0.13968737,0.44505966,0.10204247,-0.16003163,0.44498104,0.56882447,-0.084528044,0.4145428,0.44129276,-0.12355991,0.3992927,0.3581034,-0.14434318,0.3882894,0.27120313,-0.15949546,Right,Arm_Drone
0.521542,0.8491495,-1.0705133e-07,0.6133025,0.76679736,-0.04027174,0.6796339,0.6231546,-0.06123666,0.7218326,0.50639665,-0.08010308,0.76784503,0.42699483,-0.10159515,0.59056044,0.44109073,-0.04925895,0.5703046,0.26793528,-0.08673515,0.5538984,0.16821107,-0.11927544,0.5363819,0.0746856,-0.1444705,0.5333278,0.450942,-0.055252273,0.51219916,0.2599246,-0.08835785,0.4964205,0.14240381,-0.1187162,0.47989303,0.03565979,-0.14530708,0.48562294,0.49683163,-0.06586819,0.46421558,0.31455186,-0.099769905,0.45061505,0.2065704,-0.12165619,0.43844098,0.10364941,-0.13964295,0.44331187,0.56707156,-0.08029766,0.42403454,0.43251112,-0.112597086,0.41524565,0.34545258,-0.12816356,0.40686935,0.25772834,-0.14078107,Right,Arm_Drone
0.5254419,0.83809793,-5.1007667e-08,0.6138077,0.75761837,-0.03991977,0.6797256,0.61782175,-0.05983685,0.72398007,0.5068052,-0.077872165,0.77023923,0.43260986,-0.098395996,0.59201825,0.4285161,-0.045863785,0.57449955,0.2560566,-0.080343954,0.56029934,0.15625,-0.11092541,0.54620624,0.06247133,-0.1352854,0.535668,0.43411264,-0.051387455,0.5175038,0.2449806,-0.08262781,0.5037275,0.1310682,-0.11278989,0.4904089,0.02856499,-0.1390545,0.48778167,0.4768502,-0.061497696,0.46612972,0.2975688,-0.093498275,0.4533798,0.18865821,-0.11642426,0.44370484,0.086681485,-0.13519977,0.44414997,0.5443249,-0.07544032,0.42497408,0.4102708,-0.10564492,0.41696948,0.32302105,-0.121602364,0.41117668,0.2367366,-0.13474594,Right,Arm_Drone
0.5261929,0.8238639,2.410577e-07,0.6158489,0.75463223,-0.051749233,0.6829671,0.6236533,-0.07384179,0.728187,0.5201688,-0.09223116,0.7688314,0.44624692,-0.11242157,0.5956665,0.42586017,-0.06798282,0.61172694,0.24914552,-0.103051886,0.6192444,0.14583315,-0.12627809,0.6216159,0.049901992,-0.14577723,0.52969396,0.4171816,-0.07140503,0.5123085,0.22726363,-0.10772639,0.5056968,0.11562522,-0.13533893,0.49679053,0.01896131,-0.1568496,0.47491997,0.46345633,-0.0795618,0.4338519,0.30988407,-0.12282705,0.41323602,0.20936184,-0.15524292,0.39484838,0.112516284,-0.17875928,0.43243888,0.54622585,-0.09163209,0.3741979,0.4793518,-0.13643774,0.33425125,0.4297398,-0.16253965,0.30000195,0.37236926,-0.1809644,Right,Arm_Drone
0.51147586,0.83826315,4.4366973e-07,0.59805024,0.7911482,-0.048508536,0.6726078,0.6767238,-0.07079659,0.73229355,0.5980122,-0.088667035,0.7843007,0.55145955,-0.10880163,0.5950419,0.46230137,-0.07503856,0.64104396,0.294737,-0.10415145,0.66745687,0.20137912,-0.12279549,0.68910694,0.11051062,-0.14103237,0.5278657,0.44356823,-0.0801709,0.5157951,0.2506656,-0.11278605,0.51204294,0.13066724,-0.14230007,0.5029379,0.028024703,-0.1675354,0.47371405,0.4859238,-0.08796453,0.42653596,0.33025447,-0.13459027,0.40118143,0.22406834,-0.17411895,0.3731687,0.13029584,-0.20373996,0.4342535,0.56811696,-0.09823807,0.3723148,0.52606714,-0.14799266,0.32532027,0.49926984,-0.1772961,0.2815737,0.46616423,-0.19888592,Right,Arm_Drone
0.53152645,0.88791215,1.22348e-07,0.61343896,0.8176234,-0.047004107,0.67401826,0.6764023,-0.063878216,0.6939268,0.5487863,-0.076878965,0.72146344,0.4545991,-0.09131262,0.5980322,0.48955235,-0.053772237,0.59407693,0.3167554,-0.08352654,0.5907666,0.21728477,-0.10527387,0.58654916,0.12711206,-0.12381316,0.53669447,0.48532894,-0.055322696,0.5181131,0.30670512,-0.08609961,0.5065069,0.19231093,-0.11298012,0.49403015,0.092850655,-0.13475643,0.4847197,0.52686787,-0.061689354,0.4533667,0.3680027,-0.0986838,0.43674496,0.2640712,-0.13060047,0.42161903,0.16727167,-0.15465721,0.439519,0.60237706,-0.07158539,0.3872121,0.51824826,-0.113763824,0.34821728,0.4620266,-0.14097527,0.31459996,0.4001157,-0.1600931,Right,Arm_Drone
0.5122536,0.8502922,8.5492395e-08,0.6003067,0.7667508,-0.034411017,0.6575501,0.63031673,-0.04583331,0.6753786,0.5050778,-0.056025367,0.68146926,0.3982814,-0.06777563,0.59144545,0.46316892,-0.026606137,0.59123653,0.32053715,-0.05547075,0.5860119,0.23593894,-0.08212431,0.5816969,0.15225211,-0.10318685,0.5399514,0.4594429,-0.031043218,0.5348345,0.30881697,-0.05927876,0.52928615,0.21358782,-0.086919434,0.5249158,0.12270188,-0.10926666,0.49128497,0.48941875,-0.040660813,0.48028862,0.34020332,-0.07035435,0.4746756,0.24727285,-0.09195603,0.4729755,0.15763688,-0.1077261,0.44273823,0.5437795,-0.053674627,0.43079686,0.42927942,-0.081205934,0.43047792,0.3539924,-0.09692889,0.433621,0.279176,-0.10853084,Right,Arm_Drone
0.5145717,0.82634914,3.8931782e-07,0.60321033,0.757228,-0.047596563,0.66779584,0.62104106,-0.063495554,0.6961545,0.4991873,-0.07546756,0.72559017,0.39759946,-0.08871578,0.6043476,0.44559962,-0.050527215,0.6354628,0.28917426,-0.08005725,0.65333575,0.19834128,-0.10207579,0.6678581,0.10891786,-0.12069866,0.5453159,0.4223977,-0.051864408,0.5513804,0.25656086,-0.0810453,0.5576549,0.14969781,-0.107035406,0.56248707,0.050167084,-0.12793171,0.48780498,0.44988006,-0.05857301,0.4768347,0.29379085,-0.0949628,0.47399577,0.1923499,-0.12558253,0.4735148,0.09086883,-0.1481461,0.43586826,0.5155719,-0.06882575,0.39794052,0.42320865,-0.10972648,0.37366498,0.3570776,-0.13490078,0.35434222,0.28504622,-0.15224028,Right,Arm_Drone
0.4644446,0.77060133,4.7562608e-07,0.5655567,0.7715981,-0.050130542,0.6563183,0.6952364,-0.07244914,0.7150274,0.6153016,-0.08995059,0.76664263,0.54125124,-0.10985474,0.61980677,0.48127124,-0.07402931,0.68129975,0.3495475,-0.113942035,0.71887374,0.26434124,-0.14350387,0.7535418,0.18116966,-0.16724244,0.56737745,0.43491867,-0.07735755,0.6017258,0.2727906,-0.11895973,0.6270743,0.16943821,-0.15261358,0.6525816,0.07217935,-0.17965572,0.5067867,0.43466613,-0.08463265,0.5217121,0.27176267,-0.12855089,0.5357405,0.16698861,-0.15728767,0.5521471,0.069303125,-0.17772935,0.44371444,0.4688866,-0.09550687,0.4484346,0.34370667,-0.1373797,0.4568237,0.25868896,-0.15947081,0.46846974,0.17358923,-0.1750345,Right,Arm_Drone
0.4860852,0.74734247,5.023868e-07,0.59212226,0.7482647,-0.035823047,0.6758182,0.6673121,-0.05951917,0.7244326,0.5820184,-0.08238534,0.7727567,0.49312636,-0.10996882,0.64710295,0.46825466,-0.067668214,0.6883268,0.32915336,-0.11952553,0.7139969,0.22789541,-0.15936443,0.7336014,0.13630688,-0.18968841,0.5981175,0.43806177,-0.08533262,0.640093,0.27988166,-0.1448111,0.6693803,0.16539279,-0.19302425,0.6936656,0.066221416,-0.229933,0.54259944,0.43995187,-0.10649371,0.57927024,0.2845297,-0.1663453,0.604367,0.17069799,-0.20595354,0.6270742,0.06840855,-0.23294362,0.48011553,0.4609627,-0.12930222,0.5088221,0.34276748,-0.18463339,0.5326664,0.26136565,-0.2156837,0.55557674,0.17995802,-0.23793262,Right,Arm_Drone
0.5880756,0.89455813,3.0342747e-07,0.6803094,0.8271379,-0.044853758,0.74959177,0.68767,-0.05796568,0.7920053,0.5725938,-0.06811094,0.8282413,0.47875777,-0.07943876,0.67968434,0.4804577,-0.04231586,0.70978874,0.31131387,-0.06936871,0.7247337,0.20798525,-0.09168609,0.73591065,0.11221662,-0.11104082,0.62262666,0.46064398,-0.044277,0.62455356,0.2718634,-0.07167681,0.6262173,0.15360016,-0.099023685,0.62462366,0.04811153,-0.121535964,0.56835365,0.49289972,-0.05159468,0.554098,0.3167392,-0.08458273,0.54579127,0.20730317,-0.112251766,0.5399127,0.103685796,-0.13248572,0.519541,0.5631875,-0.06276153,0.48912185,0.44333816,-0.09846338,0.47307724,0.3591012,-0.12084707,0.46236986,0.27284384,-0.1363393,Right,Arm_Drone
0.57283944,0.89123106,2.7818757e-07,0.6407022,0.7860626,-0.041313466,0.68255043,0.62510735,-0.04699795,0.704296,0.4957358,-0.049380198,0.71585953,0.39514697,-0.05138439,0.58239913,0.45096257,-0.019285826,0.58426887,0.29239678,-0.031425048,0.5842621,0.20343356,-0.044504512,0.578657,0.12399921,-0.057182692,0.5244391,0.46203303,-0.015806971,0.4967853,0.30633494,-0.027990842,0.4807405,0.2129511,-0.04561387,0.46115655,0.13786379,-0.0608073,0.48050803,0.5162265,-0.018353473,0.43405682,0.38998702,-0.03836136,0.41003072,0.308899,-0.06294955,0.3875116,0.23041952,-0.08205763,0.4478172,0.5999692,-0.025151487,0.39283472,0.5381609,-0.052759502,0.35780013,0.4914229,-0.073951066,0.32898736,0.43762538,-0.088797,Right,Arm_Drone
0.5784397,0.86315763,4.6906088e-08,0.6456459,0.736022,-0.037794784,0.6668323,0.55602247,-0.043299463,0.65966207,0.42124018,-0.046567664,0.6575256,0.32111472,-0.05053662,0.54827976,0.42283082,-0.029633634,0.5201076,0.26220998,-0.048774157,0.5027046,0.17285419,-0.06464003,0.48436186,0.09387261,-0.07932173,0.49056074,0.45629168,-0.03089796,0.43322992,0.3089575,-0.0517691,0.3992843,0.21840937,-0.07421787,0.3653395,0.14562114,-0.092515565,0.45503205,0.5275238,-0.036869768,0.38605112,0.418951,-0.06534846,0.35004285,0.34479806,-0.0933042,0.31547862,0.27492255,-0.11410089,0.43561786,0.62634766,-0.046365682,0.36301643,0.596609,-0.081956856,0.3157703,0.56817514,-0.10643236,0.27374595,0.53113633,-0.12303634,Right,Arm_Drone
0.5506771,0.8500104,7.678416e-08,0.6239246,0.75681305,-0.050039224,0.66495156,0.59740305,-0.06683377,0.67860043,0.46203327,-0.07957099,0.6983502,0.3661019,-0.093629904,0.559793,0.4262814,-0.053560287,0.5369597,0.25387198,-0.08202928,0.5202102,0.15646361,-0.10323213,0.5033169,0.07020274,-0.121183,0.49858877,0.44386935,-0.05221898,0.44997388,0.27803066,-0.08174996,0.41794348,0.1750993,-0.10769245,0.3868708,0.08936167,-0.12821911,0.45504224,0.50328034,-0.055736087,0.394199,0.36669683,-0.09017722,0.3592343,0.27981168,-0.11832411,0.32781947,0.19955617,-0.13899732,0.4238861,0.5923372,-0.06359026,0.35397515,0.53137606,-0.10236332,0.30878624,0.4896931,-0.12644748,0.2696792,0.44290158,-0.1425027,Right,Arm_Drone
0.5280168,0.84059596,-3.0452703e-08,0.61510235,0.7837184,-0.042746343,0.6708338,0.64428914,-0.060006443,0.68604684,0.5063582,-0.07415693,0.7097534,0.4005585,-0.08959113,0.60766417,0.44145003,-0.040582888,0.59269524,0.27149153,-0.075760305,0.5753947,0.17274201,-0.10608072,0.5582427,0.083580524,-0.12842111,0.5528806,0.439016,-0.04269778,0.53615785,0.24634397,-0.07291842,0.52052534,0.1310342,-0.10183264,0.50700396,0.03046465,-0.12549451,0.50600874,0.4734432,-0.05052809,0.4862824,0.29464322,-0.08293621,0.4706726,0.18285677,-0.1074688,0.45821172,0.083467305,-0.12505627,0.4625846,0.5353024,-0.062176332,0.44729713,0.3956304,-0.092887156,0.43766636,0.30733848,-0.110581644,0.430758,0.2225866,-0.123332225,Right,Arm_Drone
0.5266246,0.8474335,1.8566213e-08,0.61741155,0.78618205,-0.046477206,0.68197054,0.6523426,-0.06408429,0.70822567,0.52426136,-0.07867826,0.7408503,0.426806,-0.094750494,0.6146514,0.44393015,-0.04428852,0.61500996,0.26765788,-0.076411925,0.6095924,0.16422051,-0.10367164,0.60455453,0.07228595,-0.12518921,0.5547429,0.4388597,-0.046090294,0.5419973,0.2469738,-0.07819581,0.5298655,0.13198858,-0.10894072,0.517853,0.03334561,-0.133051,0.50277054,0.47542223,-0.053253382,0.47979736,0.29920423,-0.08822079,0.4644575,0.1907364,-0.11622041,0.45189142,0.09453049,-0.13615495,0.45753276,0.54376715,-0.06451626,0.42192745,0.41964594,-0.099449605,0.39838576,0.33943313,-0.12049967,0.38049158,0.2600537,-0.13507624,Right,Arm_Drone
0.5178944,0.839622,1.02044515e-08,0.61625594,0.7935711,-0.04694167,0.68816125,0.6713154,-0.06687475,0.7200943,0.54664344,-0.08318264,0.7561224,0.45232463,-0.10141662,0.62985796,0.4621085,-0.055260535,0.6413358,0.28017128,-0.09056731,0.6401768,0.17010301,-0.11940339,0.64009416,0.072174996,-0.142074,0.569612,0.4514669,-0.057763554,0.5610923,0.24987227,-0.09329549,0.54891765,0.12828183,-0.12634166,0.5396982,0.023087204,-0.15259878,0.5160422,0.4818482,-0.06457687,0.4951653,0.29875392,-0.101451464,0.47931224,0.18177566,-0.130157,0.46705264,0.0816558,-0.15099068,0.46868742,0.5429869,-0.07525358,0.4379742,0.41190973,-0.110151656,0.41822594,0.32558703,-0.1304778,0.40485933,0.24430804,-0.14501034,Right,Arm_Drone
0.513567,0.83742,4.5339024e-07,0.61705023,0.83959544,-0.05671472,0.70768374,0.73443073,-0.07740841,0.7609133,0.6393628,-0.091167025,0.8143965,0.5658401,-0.10722881,0.66286623,0.51451695,-0.0835065,0.72923553,0.3603807,-0.116111375,0.76584625,0.267242,-0.13866535,0.79816794,0.18397355,-0.15995628,0.602311,0.46987578,-0.0853347,0.620126,0.27246538,-0.1236924,0.6335398,0.15081719,-0.16105346,0.64208317,0.043837816,-0.19196138,0.54224765,0.4856127,-0.09045145,0.5314405,0.31919825,-0.14497882,0.5269343,0.20717093,-0.19348647,0.5179723,0.100587964,-0.22831838,0.48956254,0.54558724,-0.09788147,0.4443536,0.47804764,-0.15854661,0.4102867,0.4255582,-0.19675106,0.38104567,0.3643961,-0.22349218,Right,Arm_Drone
0.53105164,0.8512238,4.346641e-07,0.6314259,0.83695793,-0.046344765,0.7262512,0.7290293,-0.063417085,0.79533374,0.65991354,-0.07568819,0.85328627,0.6218382,-0.09099689,0.66408634,0.5049814,-0.07643485,0.7331763,0.34868148,-0.10449303,0.7733432,0.26025108,-0.12288451,0.80759865,0.17797181,-0.14094627,0.5994242,0.46877202,-0.08183781,0.6031147,0.2686657,-0.113961644,0.6087711,0.14163977,-0.1449468,0.6083792,0.03301555,-0.1714712,0.5404965,0.49605733,-0.08951891,0.51448554,0.323905,-0.13575825,0.50455606,0.21009956,-0.17739166,0.48932832,0.10810852,-0.20852214,0.4919818,0.56726897,-0.099253185,0.43579626,0.49980667,-0.14992563,0.39383358,0.4511463,-0.18070665,0.35709167,0.39922136,-0.20302862,Right,Arm_Drone
0.53025496,0.83996224,4.145143e-07,0.6338819,0.8066893,-0.055625312,0.71302414,0.67919624,-0.078952566,0.7549224,0.56743085,-0.0953359,0.80284065,0.48725808,-0.114967614,0.64378273,0.47672015,-0.090194605,0.69254196,0.30730218,-0.12710467,0.7212182,0.20693688,-0.15054525,0.7455628,0.11214766,-0.17174786,0.57682526,0.44563368,-0.093502805,0.57560474,0.2465797,-0.13302568,0.57961756,0.12387067,-0.16671486,0.58014303,0.018636793,-0.19455223,0.51644313,0.475713,-0.09996938,0.49165857,0.30483568,-0.15100436,0.48133248,0.18567929,-0.19381915,0.46873024,0.07624391,-0.22594664,0.46569568,0.5500879,-0.109039254,0.4064035,0.47281122,-0.16474268,0.3653345,0.41829383,-0.1984329,0.3305172,0.35846716,-0.22275184,Right,Arm_Drone
0.533063,0.8492352,2.2549489e-07,0.63035935,0.8041582,-0.04828762,0.710216,0.6753316,-0.06497188,0.7527419,0.56074154,-0.077795185,0.7961505,0.4862814,-0.09292965,0.6393357,0.4679208,-0.06190856,0.66982096,0.29359424,-0.093571246,0.68480384,0.18839473,-0.11537363,0.6960456,0.09475696,-0.13423781,0.5760407,0.4434104,-0.06545092,0.57492644,0.24952795,-0.09840934,0.57525253,0.12966436,-0.12682362,0.5704592,0.027720273,-0.14954038,0.5184427,0.47512317,-0.07322985,0.4965074,0.29710418,-0.11290922,0.4837381,0.18389812,-0.14456357,0.4704644,0.08138457,-0.1680092,0.4670685,0.5478154,-0.08460806,0.41728795,0.4483246,-0.12812899,0.38467753,0.37771106,-0.15391004,0.3569046,0.30626625,-0.17167109,Right,Arm_Drone
0.535462,0.85796064,2.4302594e-07,0.6326721,0.8168633,-0.052749068,0.7102381,0.68944126,-0.07091667,0.74853855,0.56875837,-0.08416644,0.79054546,0.48322752,-0.09931772,0.6453972,0.48649353,-0.06370864,0.67600435,0.31339574,-0.0953737,0.6901378,0.20859176,-0.11759021,0.7017693,0.113565,-0.13693628,0.5831119,0.46172947,-0.06458905,0.5820914,0.26732555,-0.09747588,0.5800062,0.14405608,-0.12659839,0.5740882,0.03738308,-0.15021586,0.525401,0.49116972,-0.07014394,0.50386786,0.31396663,-0.110284634,0.49088782,0.2001011,-0.14268078,0.47808322,0.09692836,-0.1666806,0.47399086,0.5605269,-0.079638876,0.4256744,0.46085772,-0.12383492,0.39482978,0.390947,-0.15048978,0.3689812,0.31986386,-0.16890736,Right,Arm_Drone
0.5388498,0.8680594,1.13885704e-07,0.63912565,0.8243873,-0.05285243,0.7169984,0.6994132,-0.07305784,0.7567164,0.57792705,-0.08856005,0.7996549,0.48922545,-0.10597453,0.65354407,0.49517012,-0.06471918,0.67683595,0.3154456,-0.10004885,0.6843096,0.20816821,-0.12625137,0.691339,0.110729486,-0.14751016,0.5912801,0.4765391,-0.06619911,0.5893964,0.27648336,-0.102809906,0.58594537,0.15410507,-0.13432255,0.5808726,0.047908425,-0.15922786,0.53412414,0.50574493,-0.07249078,0.5125323,0.3268494,-0.11432299,0.5015924,0.21116602,-0.14587231,0.49240005,0.107928365,-0.16825442,0.4837786,0.5701938,-0.08287767,0.4422977,0.45077115,-0.12534814,0.41658777,0.37200713,-0.14975183,0.39685565,0.2944991,-0.16658302,Right,Arm_Drone
